business,avg_stars,Sentiment_Score_neg,Sentiment_Score_pos,Sentiment_Score_remark
"Mark Watkins, DO",3.8333333333333335,0.053,0.2,Positive Sentiment
The Centennial Cafe,3.6666666666666665,0.032,0.22,Positive Sentiment
Morales Landscapers,5.0,0.0,0.153,Positive Sentiment
Artware,3.857142857142857,0.072,0.257,Positive Sentiment
B & A Archery,4.333333333333333,0.04,0.281,Positive Sentiment
Advanced Urgent Care,1.0,0.129,0.068,Negative Sentiment
Subway,1.3333333333333333,0.025,0.111,Positive Sentiment
La Casita,4.134328358208955,0.045,0.271,Positive Sentiment
Shell,3.75,0.095,0.142,Positive Sentiment
Super China Buffet,3.6666666666666665,0.074,0.221,Positive Sentiment
Penca,3.727272727272727,0.046,0.231,Positive Sentiment
Honda of Santa Barbara,4.25,0.023,0.2,Positive Sentiment
Felix's Restaurant & Oyster Bar,3.4,0.061,0.203,Positive Sentiment
Papa John's Pizza,1.5,0.116,0.095,Negative Sentiment
Endless Summer Tans,5.0,0.008,0.229,Positive Sentiment
Baskin-Robbins,3.0,0.11,0.182,Positive Sentiment
Lynnewood Gardens,1.0,0.119,0.035,Negative Sentiment
Land Uniforms & Religious Vestments,4.25,0.049,0.162,Positive Sentiment
El Merendero,3.879518072289157,0.045,0.227,Positive Sentiment
"Daniel Colombo , MD",4.75,0.049,0.219,Positive Sentiment
"Dodd William A, DMD",3.6666666666666665,0.097,0.184,Positive Sentiment
Cafe Roma,3.117647058823529,0.079,0.165,Positive Sentiment
Lulu's Pizza,3.90625,0.05,0.252,Positive Sentiment
Verchio's Produce Outlet,3.333333333333333,0.065,0.161,Positive Sentiment
Oaklandon Family Vet,5.0,0.0,0.459,Positive Sentiment
Historic Travellers Rest,4.666666666666667,0.037,0.185,Positive Sentiment
Artistic Eyewear,5.0,0.012,0.25,Positive Sentiment
McDonald's,3.5,0.035,0.189,Positive Sentiment
Retail Express,1.0,0.089,0.081,Negative Sentiment
Fusco's The Spot,3.111111111111111,0.05,0.167,Positive Sentiment
Stackers,4.4,0.051,0.148,Positive Sentiment
Milex,1.0,0.083,0.071,Negative Sentiment
Wilson Oil and Propane,3.6666666666666665,0.094,0.046,Negative Sentiment
Country House Restaurant,3.941176470588236,0.029,0.248,Positive Sentiment
V Vegaz Style,4.648648648648648,0.075,0.221,Positive Sentiment
Brunchies - Lutz,3.864864864864865,0.046,0.219,Positive Sentiment
Barista Cafe,4.375,0.057,0.225,Positive Sentiment
Sharky's Beach Bar,2.9714285714285715,0.07,0.207,Positive Sentiment
Wells Fargo Bank,2.333333333333333,0.062,0.131,Positive Sentiment
Eye Bar,4.888888888888889,0.041,0.211,Positive Sentiment
Old World Coffee Lab - Midtown,4.565656565656566,0.038,0.27,Positive Sentiment
DXL,4.8,0.032,0.227,Positive Sentiment
Chuck E. Cheese,2.6666666666666665,0.079,0.181,Positive Sentiment
WingHouse Bar & Grill,2.863636363636364,0.07,0.168,Positive Sentiment
Speedway,3.0,0.114,0.059,Negative Sentiment
IndyWest Harley-Davidson,5.0,0.006,0.262,Positive Sentiment
Associated Supermarket,4.0,0.0,0.482,Positive Sentiment
3J's Food Market,4.333333333333333,0.046,0.211,Positive Sentiment
Floatique Rest Centre,4.166666666666667,0.05,0.154,Positive Sentiment
Burger Baron,4.666666666666667,0.08,0.131,Positive Sentiment
Han Dynasty,4.247474747474747,0.036,0.232,Positive Sentiment
Peerless Cleaners,2.4615384615384617,0.067,0.155,Positive Sentiment
Select Electric,4.833333333333333,0.048,0.198,Positive Sentiment
Edmonton Craft Beer Festival,4.181818181818182,0.02,0.234,Positive Sentiment
Rare Bird Antique Mall,4.166666666666667,0.021,0.224,Positive Sentiment
Pools and Spas by Van Brill,1.0,0.051,0.08,Positive Sentiment
StilL 630,3.0,0.051,0.139,Positive Sentiment
Tony's Pizzeria & Italian Restaurant,3.6875,0.043,0.181,Positive Sentiment
Tokyo Mandarin,3.980392156862745,0.062,0.223,Positive Sentiment
Mimi's Italian Eatery,4.470588235294118,0.024,0.31,Positive Sentiment
GleamClean Cleaning Services,5.0,0.037,0.236,Positive Sentiment
Publix Super Markets,3.857142857142857,0.104,0.151,Positive Sentiment
White Castle,2.333333333333333,0.095,0.124,Positive Sentiment
Vein & Cosmetic Center of Tampa Bay,5.0,0.018,0.329,Positive Sentiment
Kings Gyro,4.695652173913044,0.025,0.357,Positive Sentiment
Johns Auto Body,3.2,0.043,0.205,Positive Sentiment
99 Cents Only Stores,4.333333333333333,0.015,0.197,Positive Sentiment
Bellezza Beauty Salon & Med Spa,5.0,0.023,0.349,Positive Sentiment
Avon Barber Shop,1.0,0.041,0.103,Positive Sentiment
Millstone Cafe,5.0,0.1,0.4,Positive Sentiment
Wallace & Nilan Physical Therapy,5.0,0.042,0.231,Positive Sentiment
My Blue Heaven,3.75,0.072,0.194,Positive Sentiment
Best Western Plus Yacht Harbor Inn,2.4545454545454546,0.092,0.205,Positive Sentiment
Jack in the Box,1.7142857142857142,0.132,0.093,Negative Sentiment
CVS Pharmacy,2.6666666666666665,0.064,0.059,Negative Sentiment
Out of the Closet - St. Petersburg,5.0,0.036,0.143,Positive Sentiment
Copa Cabana,1.0,0.038,0.13,Positive Sentiment
Holiday Inn Express Tampa N I-75 - University Area,3.0,0.111,0.174,Positive Sentiment
Tiki Tolteca,4.177215189873418,0.054,0.234,Positive Sentiment
Cellini,3.571428571428572,0.04,0.266,Positive Sentiment
The Lash Den,5.0,0.0,0.294,Positive Sentiment
Toys R Us,3.857142857142857,0.036,0.227,Positive Sentiment
Salina Wine & Liquor,2.0,0.116,0.062,Negative Sentiment
Ross Dress for Less,2.2,0.137,0.166,Positive Sentiment
Tampa Airport Marriott,3.679245283018868,0.06,0.21,Positive Sentiment
The Pet Club,4.0,0.009,0.205,Positive Sentiment
The Sultans of Schlep,4.758241758241758,0.061,0.192,Positive Sentiment
Absolute Haven,5.0,0.017,0.286,Positive Sentiment
Carondelet Medical Group-Southeast,1.2,0.112,0.161,Positive Sentiment
Gulf South Foot & Ankle,4.0,0.059,0.229,Positive Sentiment
Economy Muffler & Brake,5.0,0.091,0.222,Positive Sentiment
Moy Fong Restaurant,3.7777777777777777,0.033,0.217,Positive Sentiment
Newton Lake Park,4.6,0.037,0.218,Positive Sentiment
Philadelphia Independents,4.6,0.033,0.284,Positive Sentiment
Diagnostic Imaging Services,3.75,0.047,0.147,Positive Sentiment
H&A Complete Auto Repair,4.5,0.098,0.132,Positive Sentiment
Rescue Spa,4.240909090909091,0.057,0.239,Positive Sentiment
Party Fair,4.5,0.028,0.218,Positive Sentiment
Keystone Discount Tire,3.6875,0.087,0.129,Positive Sentiment
Cinco de Mayo,3.1666666666666665,0.056,0.201,Positive Sentiment
"Dawna Ara, DACM, LAc",4.666666666666667,0.081,0.19,Positive Sentiment
Ninth Street Deli at Howards,4.074074074074074,0.048,0.247,Positive Sentiment
Two Men and a Truck St. Louis East,5.0,0.053,0.153,Positive Sentiment
Leggio Dental Group,4.428571428571429,0.068,0.222,Positive Sentiment
Darrings Detail,5.0,0.047,0.171,Positive Sentiment
Curt Parker Jewelers,1.0,0.163,0.034,Negative Sentiment
Frankinstien Bike Worx,3.5,0.09,0.154,Positive Sentiment
Taco Bell,1.1666666666666667,0.126,0.063,Negative Sentiment
Landa Muffler & Brake,4.5,0.082,0.161,Positive Sentiment
Carl's Jr,2.5,0.035,0.161,Positive Sentiment
Dickey's Barbecue Pit,4.239130434782608,0.059,0.259,Positive Sentiment
Holt Renfrew,3.0,0.081,0.156,Positive Sentiment
Plato's Closet - Wesley Chapel,3.75,0.026,0.19,Positive Sentiment
Living Room- Southampton,4.5,0.021,0.145,Positive Sentiment
Sprint Store,1.1,0.078,0.072,Negative Sentiment
Print4Mat,5.0,0.0,0.387,Positive Sentiment
Starbucks,2.0,0.072,0.117,Positive Sentiment
The Dive Shop,5.0,0.002,0.291,Positive Sentiment
Maria's Ristorante on Summit,3.520833333333333,0.062,0.193,Positive Sentiment
Murphy's Fresh Markets,3.5,0.063,0.207,Positive Sentiment
Tuesday Morning,3.0,0.062,0.0,Negative Sentiment
Cherry Blow Dry Bar,2.0,0.077,0.059,Negative Sentiment
BRAKEmax,4.333333333333333,0.026,0.277,Positive Sentiment
Bike & Blade,3.0,0.04,0.249,Positive Sentiment
Urgent Care Eleven,5.0,0.043,0.131,Positive Sentiment
Philadelphia Parking Authority,2.25,0.053,0.093,Positive Sentiment
Kaz's Seafood Dive,1.6666666666666667,0.073,0.178,Positive Sentiment
Regal Hollywood - Port Richey,3.5,0.042,0.213,Positive Sentiment
An Epic Salon,5.0,0.023,0.31,Positive Sentiment
VaporFi,5.0,0.01,0.12,Positive Sentiment
Acme Oyster House - Harrahs,3.255813953488372,0.06,0.194,Positive Sentiment
Subway,2.75,0.079,0.112,Positive Sentiment
The Plumbing Company,5.0,0.012,0.107,Positive Sentiment
Hampton Inn - Indianapolis East,2.125,0.116,0.11,Negative Sentiment
Kim's Alterations,4.666666666666667,0.054,0.182,Positive Sentiment
La Cabana Mexican Grill & Bar,3.625,0.044,0.258,Positive Sentiment
Ellis Moving & Storage,2.0,0.104,0.067,Negative Sentiment
Oliver's Antiques,5.0,0.0,0.157,Positive Sentiment
The Pilates Garage,5.0,0.051,0.231,Positive Sentiment
Michael Kors,5.0,0.073,0.311,Positive Sentiment
Microtel Inn & Suites by Wyndham West Chester,2.142857142857143,0.074,0.125,Positive Sentiment
Life Vessel Santa Barbara,5.0,0.014,0.307,Positive Sentiment
Magpie Vintage & Estate Jewelry,5.0,0.061,0.245,Positive Sentiment
Raxx Vintage Clothing,4.333333333333333,0.011,0.18,Positive Sentiment
CVS Pharmacy,5.0,0.0,0.164,Positive Sentiment
Cowboys and Angels Salon,4.428571428571429,0.049,0.225,Positive Sentiment
Crunch Fitness - Delran,5.0,0.0,0.474,Positive Sentiment
The Haven,3.8333333333333335,0.047,0.21,Positive Sentiment
Hair Cuttery,4.0,0.04,0.354,Positive Sentiment
"Bing Javier, DDS",5.0,0.036,0.144,Positive Sentiment
Chase Bank,4.0,0.0,0.298,Positive Sentiment
Groove Room Studios,4.5,0.028,0.26,Positive Sentiment
Skip's Candy Corner,4.8,0.026,0.248,Positive Sentiment
Dolce Vita,4.0,0.046,0.112,Positive Sentiment
Cracker Barrel Old Country Store,3.25,0.06,0.181,Positive Sentiment
Jugo Juice,3.333333333333333,0.042,0.177,Positive Sentiment
HQ Salonspa,4.8,0.025,0.268,Positive Sentiment
Just Steaks,4.0,0.073,0.23,Positive Sentiment
Varietees Bird Store,5.0,0.017,0.182,Positive Sentiment
Mac Mart,4.035714285714286,0.045,0.226,Positive Sentiment
4 Seasons Grill Mexican Restaurant,1.0,0.064,0.116,Positive Sentiment
Turning Point of North Wales,2.5961538461538463,0.067,0.166,Positive Sentiment
One Mechanical New Innovations,4.0,0.08,0.109,Positive Sentiment
Domino's Pizza,2.6666666666666665,0.084,0.114,Positive Sentiment
U-Haul Moving & Storage at Kingshighway,3.125,0.059,0.089,Positive Sentiment
Luxury Studio,3.6,0.067,0.235,Positive Sentiment
Great Clips,4.666666666666667,0.122,0.217,Positive Sentiment
AAMCO Transmissions & Total Car Care,4.75,0.051,0.162,Positive Sentiment
Mr Wok,3.0,0.03,0.138,Positive Sentiment
Sears Home Appliance Showroom,3.4,0.043,0.122,Positive Sentiment
Days Inn by Wyndham Reno South,2.1818181818181817,0.044,0.151,Positive Sentiment
Best Massage,4.5,0.062,0.151,Positive Sentiment
TCBY Fred Meyer Plaza,4.75,0.027,0.218,Positive Sentiment
MY SALON Suite® of St. Petersburg,5.0,0.019,0.266,Positive Sentiment
Mini U Storage,4.5,0.038,0.211,Positive Sentiment
Joey's New York Pizza and Italian Restaurant,3.92,0.047,0.227,Positive Sentiment
I Heart My Groom,5.0,0.036,0.27,Positive Sentiment
Holiday Inn Express Edmonton Downtown,2.6,0.056,0.189,Positive Sentiment
Candyland Inflatable Party Place,4.0,0.034,0.259,Positive Sentiment
Books & Brews - Zionsville,4.181818181818182,0.039,0.269,Positive Sentiment
Art Ryan Motor Werks,5.0,0.023,0.307,Positive Sentiment
Spot On Donair and Kebab,1.0,0.232,0.082,Negative Sentiment
Wild Garlic,2.764705882352941,0.087,0.165,Positive Sentiment
Mahneke Motors,5.0,0.032,0.164,Positive Sentiment
Silver Express,5.0,0.052,0.204,Positive Sentiment
Popeye's,1.75,0.135,0.122,Negative Sentiment
Jefferson Dental Associates,3.5,0.098,0.197,Positive Sentiment
Cerveza Jack's,4.1692307692307695,0.061,0.261,Positive Sentiment
Lee Garden Cuisine,5.0,0.054,0.267,Positive Sentiment
7-Eleven,3.0,0.103,0.178,Positive Sentiment
Darque Immersion,2.75,0.095,0.112,Positive Sentiment
New South Ocean Chinese & Japanese Restaurant,4.0,0.051,0.246,Positive Sentiment
Orange Leaf Frozen Yogurt,3.6,0.097,0.125,Positive Sentiment
Richie's,4.541666666666667,0.033,0.241,Positive Sentiment
Enterprise Rent-A-Car,2.333333333333333,0.076,0.136,Positive Sentiment
Wheel Tec,3.7777777777777777,0.034,0.187,Positive Sentiment
Bluestone Lane,4.0625,0.049,0.285,Positive Sentiment
Decarlo Hair Salon,3.5384615384615383,0.112,0.124,Positive Sentiment
CJ's Grille,3.6666666666666665,0.0,0.349,Positive Sentiment
Easy Mail,3.0,0.046,0.164,Positive Sentiment
Santa Barbara Surf School,5.0,0.031,0.216,Positive Sentiment
Crown Diamond Jewelers,3.8,0.052,0.185,Positive Sentiment
Meadows Diner,4.189655172413793,0.031,0.243,Positive Sentiment
Adventure School,3.0,0.052,0.191,Positive Sentiment
Domino's Pizza,2.0,0.082,0.111,Positive Sentiment
Vincera Institute,5.0,0.07,0.194,Positive Sentiment
Purple Lotus Massage Therapy,5.0,0.0,0.375,Positive Sentiment
Grape Street,3.333333333333333,0.071,0.156,Positive Sentiment
Bruneel Point S - Meridian,4.5,0.0,0.198,Positive Sentiment
Kmart,3.0,0.058,0.186,Positive Sentiment
The Bourse,1.9090909090909087,0.098,0.111,Positive Sentiment
Hidden History Tours,5.0,0.025,0.214,Positive Sentiment
Wheat Garden,4.2727272727272725,0.037,0.207,Positive Sentiment
Forst Builders,5.0,0.0,0.172,Positive Sentiment
Sam's Plaza Shoe Repair,5.0,0.0,0.217,Positive Sentiment
Wasabi2,4.764705882352941,0.003,0.318,Positive Sentiment
Imagine That,4.4,0.007,0.289,Positive Sentiment
Audubon Cottages,5.0,0.017,0.236,Positive Sentiment
Infinite Descent,5.0,0.021,0.177,Positive Sentiment
Heffe,3.04,0.081,0.155,Positive Sentiment
Save Mart,3.0,0.073,0.175,Positive Sentiment
Sierra Air-Heating And Air Conditioning,4.717391304347826,0.046,0.197,Positive Sentiment
Javan's,4.095238095238095,0.051,0.226,Positive Sentiment
Mandala Massage Supply & Apothecary,4.888888888888889,0.032,0.283,Positive Sentiment
Bella Kouzina,3.2,0.026,0.249,Positive Sentiment
Bubba Tea & Cafe,3.333333333333333,0.039,0.199,Positive Sentiment
Sara Lee Bakery Outlet,5.0,0.0,0.125,Positive Sentiment
Blend Lounge,3.4705882352941178,0.039,0.259,Positive Sentiment
Target Optical,4.333333333333333,0.006,0.327,Positive Sentiment
Blue Dot Water,4.875,0.015,0.26,Positive Sentiment
Nashville KOA,4.2727272727272725,0.04,0.208,Positive Sentiment
Holmesburg Bakery,4.37037037037037,0.05,0.188,Positive Sentiment
Salt Pines,3.25,0.042,0.168,Positive Sentiment
30th Street Station,3.910994764397906,0.048,0.203,Positive Sentiment
The Natural Way,5.0,0.0,0.232,Positive Sentiment
Arby's,3.333333333333333,0.092,0.147,Positive Sentiment
Reno Collective Coworking,5.0,0.007,0.283,Positive Sentiment
The Whole Scoop,3.5,0.041,0.211,Positive Sentiment
Monkey Joe's,3.4375,0.068,0.177,Positive Sentiment
Firestone Complete Auto Care,3.6666666666666665,0.046,0.097,Positive Sentiment
Greyhound Bus Lines,2.0,0.137,0.07,Negative Sentiment
Ristorante Primavera of Wayne,1.6666666666666667,0.105,0.136,Positive Sentiment
Rusty Nail Tavern,4.0,0.045,0.224,Positive Sentiment
Pizza Hut,2.857142857142857,0.123,0.134,Positive Sentiment
Five Star Pizza,4.076923076923077,0.043,0.236,Positive Sentiment
CompuSolve USA,3.6666666666666665,0.085,0.08,Negative Sentiment
Fast Lane Oil Change,3.1875,0.077,0.136,Positive Sentiment
Quest Diagnostics,2.6,0.144,0.09,Negative Sentiment
Tosco's Restaurant,4.171428571428572,0.046,0.253,Positive Sentiment
The Avenue Clothing Company,3.0,0.028,0.198,Positive Sentiment
Patio Connection,5.0,0.041,0.472,Positive Sentiment
Motel 6,1.8,0.117,0.115,Negative Sentiment
Paul Burns Auto Center,1.0,0.068,0.08,Positive Sentiment
Mavis Discount Tire,1.0,0.119,0.025,Negative Sentiment
Hsn Retail Outlet,5.0,0.0,0.0,Neutral Sentiment
Mamma Maria's Restaurant & Pizzeria,3.2,0.055,0.124,Positive Sentiment
Sushi Tyme,3.6607142857142856,0.041,0.279,Positive Sentiment
G Peppers Grill & Tavern,4.071428571428571,0.03,0.294,Positive Sentiment
Tom Oates Automotive Center,2.0,0.133,0.07,Negative Sentiment
Sandy's Tailor & Alterations,3.4166666666666665,0.059,0.102,Positive Sentiment
Karmik Korner,4.0,0.019,0.175,Positive Sentiment
Masquerade,2.894736842105264,0.074,0.145,Positive Sentiment
Primo Hoagies,4.5,0.0,0.169,Positive Sentiment
Gogo Booth,5.0,0.0,0.289,Positive Sentiment
Persian Room Fine Dining,4.727272727272728,0.02,0.287,Positive Sentiment
Hing Wah Restaurant,3.0,0.091,0.108,Positive Sentiment
Sierra Window Tinting,5.0,0.03,0.119,Positive Sentiment
Food Source,3.692307692307693,0.047,0.217,Positive Sentiment
Eagle Barber Shop,4.0,0.053,0.219,Positive Sentiment
The Soup and Sandwich,4.6,0.053,0.202,Positive Sentiment
Pop-A-Lock,3.6666666666666665,0.065,0.132,Positive Sentiment
A.B. Collier Wrecker Service,3.0,0.083,0.07,Negative Sentiment
Sport Clips Haircuts of Cherry Hill,3.692307692307693,0.073,0.167,Positive Sentiment
Paul Bunyan Tree Farm,1.0,0.055,0.108,Positive Sentiment
Montecito Optometry,5.0,0.0,0.408,Positive Sentiment
Chuck E. Cheese,3.6666666666666665,0.038,0.211,Positive Sentiment
Ruth Hair Salon,3.8333333333333335,0.08,0.168,Positive Sentiment
Ludwig's Village Market,4.5,0.051,0.182,Positive Sentiment
New York Pizza,3.046511627906977,0.087,0.157,Positive Sentiment
Nordstrom Grill,3.75,0.04,0.246,Positive Sentiment
China Olive Super Buffet,2.2,0.144,0.135,Negative Sentiment
Southland Plumbing Supply,5.0,0.0,0.217,Positive Sentiment
Savanna MedSpa,4.0,0.038,0.135,Positive Sentiment
Whitts Barbecue,4.5,0.013,0.282,Positive Sentiment
Reginelli's Pizzeria - Closed,3.787234042553192,0.047,0.228,Positive Sentiment
Smyrna Cafe,3.869565217391304,0.046,0.23,Positive Sentiment
Landmark Americana,3.3529411764705883,0.048,0.237,Positive Sentiment
Tire Choice Auto Service Centers,5.0,0.025,0.156,Positive Sentiment
Toys R Us,3.333333333333333,0.092,0.166,Positive Sentiment
Taqueria Pico De Gallo,4.1875,0.035,0.241,Positive Sentiment
Forever Beautiful Spa,4.428571428571429,0.029,0.33,Positive Sentiment
Modern Line Furniture,1.0,0.028,0.092,Positive Sentiment
Flamingo Dry Cleaners,5.0,0.037,0.037,Neutral Sentiment
Menu Maker Catering & Events,4.0,0.025,0.151,Positive Sentiment
Petals And Paints,5.0,0.018,0.209,Positive Sentiment
American Eagle Outfitters,5.0,0.03,0.276,Positive Sentiment
Blue Coast Burrito Express,4.0,0.068,0.145,Positive Sentiment
AMC Classic Granite Run Mall 8,2.761904761904762,0.091,0.161,Positive Sentiment
Top Nails,3.25,0.067,0.284,Positive Sentiment
Insomnia Cookies,4.166666666666667,0.043,0.298,Positive Sentiment
Secondline Arts And Antiques,4.75,0.024,0.198,Positive Sentiment
Jimmy D's,3.5,0.071,0.155,Positive Sentiment
Meineke Car Care Center,4.928571428571429,0.034,0.221,Positive Sentiment
Northwest Reno Library,4.333333333333333,0.015,0.192,Positive Sentiment
Panda Express,2.1538461538461537,0.113,0.114,Positive Sentiment
Foodwerx,5.0,0.009,0.21,Positive Sentiment
Canal Cleaners,1.5,0.091,0.063,Negative Sentiment
Aardvark Animal Hospital,5.0,0.025,0.212,Positive Sentiment
Pep Boys,4.6,0.034,0.21,Positive Sentiment
32 Degrees Lounge,2.2,0.053,0.111,Positive Sentiment
Ong Hanoi Fried Chicken,4.0,0.029,0.21,Positive Sentiment
American Male,3.111111111111111,0.096,0.182,Positive Sentiment
Tokai Sushi Hibachi Steakhouses,3.871287128712871,0.033,0.256,Positive Sentiment
Logan Circle,4.5,0.034,0.259,Positive Sentiment
Tennessee Flavors,3.571428571428572,0.036,0.192,Positive Sentiment
Batteries Plus Bulbs,5.0,0.0,0.293,Positive Sentiment
Unagi & Sushi,3.72,0.07,0.198,Positive Sentiment
Terraza Cafe,3.3076923076923075,0.029,0.212,Positive Sentiment
The Nordstrom Group,1.0,0.247,0.046,Negative Sentiment
Sabrina's West Street Kitchen,4.790960451977401,0.027,0.314,Positive Sentiment
Alfredo's Pizza,4.473684210526316,0.039,0.27,Positive Sentiment
Lithe Method,5.0,0.032,0.26,Positive Sentiment
Hairspray By Shawn David @ Sola,3.375,0.119,0.169,Positive Sentiment
Diversity Gallery,5.0,0.014,0.22,Positive Sentiment
Passport Health,1.0,0.093,0.063,Negative Sentiment
T J Courtney's Restaurant and Catering,4.228571428571429,0.041,0.277,Positive Sentiment
Midas,1.125,0.086,0.066,Negative Sentiment
Sol Sunless Tan,5.0,0.022,0.249,Positive Sentiment
Trimline of Reno,5.0,0.03,0.162,Positive Sentiment
Turnersville Pre-Owned Auto Sales & Service,4.666666666666667,0.064,0.287,Positive Sentiment
Tri-State Concrete Resurfacing,1.0,0.072,0.062,Negative Sentiment
S&K Salon,3.4,0.056,0.077,Positive Sentiment
Visual Arts Collective,5.0,0.011,0.318,Positive Sentiment
Porterhouse,4.315789473684211,0.034,0.251,Positive Sentiment
Greg Longo - State Farm Insurance Agent,3.0,0.064,0.093,Positive Sentiment
Gregs,4.0,0.067,0.22,Positive Sentiment
Xtrordinary Pizza,3.333333333333333,0.074,0.111,Positive Sentiment
Zio Pizza Palace & Grill,3.869565217391304,0.038,0.224,Positive Sentiment
North Lane Apartments,2.0,0.024,0.159,Positive Sentiment
Bird of Paradise Flowers,3.0,0.122,0.056,Negative Sentiment
Dunkin',1.0,0.049,0.06,Positive Sentiment
Go Green Lawn and Pest Control,5.0,0.137,0.284,Positive Sentiment
We Love Pets,2.1818181818181817,0.135,0.096,Negative Sentiment
Meineke Car Care Center,3.6,0.05,0.142,Positive Sentiment
Bryn Mawr Hospital Thrift Shop,3.7142857142857135,0.041,0.174,Positive Sentiment
Epicurean Restaurant & Bar,2.625,0.053,0.196,Positive Sentiment
Valentine's Restaurant,4.071428571428571,0.055,0.21,Positive Sentiment
Hogan's Beach Shop,4.222222222222222,0.046,0.232,Positive Sentiment
Tucson's Loop Bicycle Shop,5.0,0.038,0.184,Positive Sentiment
Chase Bank,5.0,0.0,0.362,Positive Sentiment
Upper Nine Doughnut Company,3.6666666666666665,0.082,0.193,Positive Sentiment
PrimeBar,4.142857142857143,0.086,0.248,Positive Sentiment
Cakes Plus,4.625,0.044,0.325,Positive Sentiment
A.C. Moore Arts and Crafts,3.0,0.053,0.102,Positive Sentiment
Sonobana Japanese Market,4.666666666666667,0.015,0.219,Positive Sentiment
Copper Vine,4.666666666666667,0.025,0.281,Positive Sentiment
Penske Truck Rental,3.571428571428572,0.07,0.158,Positive Sentiment
Reno Vulcanizing Auto Care & Tires,4.8,0.051,0.172,Positive Sentiment
Watergarden Inn At the Bay,4.611111111111111,0.021,0.261,Positive Sentiment
Asahi Japanese Sushi,3.4615384615384617,0.085,0.202,Positive Sentiment
Residence Inn Wilmington NewarkChristiana,2.571428571428572,0.112,0.145,Positive Sentiment
Corner Bakery,3.571428571428572,0.039,0.23,Positive Sentiment
Carpet Country,4.666666666666667,0.017,0.131,Positive Sentiment
Oakwood Cleaners,3.0,0.053,0.16,Positive Sentiment
Mount Mogrit Gourmet,3.333333333333333,0.1,0.174,Positive Sentiment
Boston Pizza,3.875,0.046,0.182,Positive Sentiment
Element Ewing Princeton,3.108108108108108,0.059,0.162,Positive Sentiment
The Home Depot,2.782608695652174,0.078,0.122,Positive Sentiment
Flying Pie Pizzaria,3.5434782608695654,0.066,0.212,Positive Sentiment
The Pink Dolphin,3.1578947368421053,0.044,0.191,Positive Sentiment
"Saint Louis Halal Meat, Grocery & Foods - Baba's Restaurant",4.785714285714286,0.032,0.287,Positive Sentiment
Texas Roadhouse,3.84375,0.061,0.204,Positive Sentiment
Holiday Inn Express & Suites Tampa -Usf-Busch Gardens,2.56,0.07,0.15,Positive Sentiment
Green Touch Reflexology,4.625,0.017,0.249,Positive Sentiment
Risher Van Horn,4.2,0.009,0.185,Positive Sentiment
Bravo Pizza,4.5,0.013,0.258,Positive Sentiment
Landry's Seafood House,3.862745098039216,0.051,0.267,Positive Sentiment
Tucson Cookie,4.0,0.054,0.245,Positive Sentiment
29 Armstrong,4.666666666666667,0.025,0.242,Positive Sentiment
Washtopia,5.0,0.0,0.386,Positive Sentiment
China One,4.5,0.022,0.265,Positive Sentiment
Love Nail & Spa,4.03921568627451,0.05,0.237,Positive Sentiment
ALCA Plumbing,5.0,0.077,0.307,Positive Sentiment
Metro Imaging South County,1.0,0.0,0.077,Positive Sentiment
Classic Frame & Mat,4.666666666666667,0.022,0.253,Positive Sentiment
Taco Bell,1.6666666666666667,0.056,0.09,Positive Sentiment
Rainbow Nail Salon,4.0,0.021,0.316,Positive Sentiment
Public Storage,1.6666666666666667,0.041,0.09,Positive Sentiment
Best Western Brentwood,4.0,0.062,0.209,Positive Sentiment
Aladdin Chem-Dry,4.0,0.037,0.145,Positive Sentiment
CrossFit BNI,4.0,0.028,0.141,Positive Sentiment
Peace of Mind Pub & Eatery,1.0,0.236,0.0,Negative Sentiment
Pitas Republic,5.0,0.0,0.383,Positive Sentiment
Tokyo Sushi Hibachi & Supreme Buffet,3.7142857142857135,0.053,0.199,Positive Sentiment
Pacesetter Ski Shoppes,5.0,0.036,0.182,Positive Sentiment
Dunkin',3.0,0.085,0.064,Negative Sentiment
Garden Heights Nursery,4.333333333333333,0.047,0.196,Positive Sentiment
Chuck E. Cheese,2.8846153846153846,0.064,0.187,Positive Sentiment
China City Restaurant,2.2222222222222223,0.144,0.094,Negative Sentiment
On the Run,1.0,0.057,0.177,Positive Sentiment
Santa Barbara Adventure Company,4.851851851851852,0.021,0.268,Positive Sentiment
Starbucks,2.875,0.092,0.122,Positive Sentiment
Barb-Lin Carpet One Floor & Home,5.0,0.134,0.269,Positive Sentiment
Jack's Pizza,3.6666666666666665,0.011,0.25,Positive Sentiment
Jenny Mann Floral Design,5.0,0.015,0.244,Positive Sentiment
Loco Lucho's Latino Kitchen,3.25,0.019,0.252,Positive Sentiment
Big Horn Grill,5.0,0.095,0.185,Positive Sentiment
The Trunk Stylists,4.6,0.025,0.3,Positive Sentiment
Bellagio Pizza & Subs,4.137931034482759,0.061,0.23,Positive Sentiment
Parrilla Grill,3.35,0.065,0.224,Positive Sentiment
BounceU Exton,3.6666666666666665,0.022,0.251,Positive Sentiment
Adobe Rose Inn,5.0,0.006,0.334,Positive Sentiment
Earl's New American,3.526315789473684,0.071,0.207,Positive Sentiment
Lucky China,2.6666666666666665,0.058,0.166,Positive Sentiment
Del Taco,3.0,0.054,0.221,Positive Sentiment
